ego_lat,ego_lng,f_c,f_1,f_2,dist_to_dest,dist_to_c,dist_to_a1,dist_to_a2
42.8633,-106.341,3.09863e+10,1.09268e+07,0,846.078,148.164,240.738,865.65
42.8633,-106.341,3.0981e+10,1.09297e+07,0,846.088,148.173,240.705,865.656
42.8634,-106.341,3.09901e+10,1.0932e+07,0,846.071,148.158,240.68,865.637
42.8633,-106.341,3.09847e+10,1.09349e+07,0,846.081,148.167,240.648,865.644
42.8634,-106.342,3.09939e+10,1.09372e+07,0,846.064,148.152,240.623,865.625
42.8634,-106.341,3.09885e+10,1.09401e+07,0,846.074,148.161,240.591,865.631
42.8633,-106.341,3.09832e+10,1.0943e+07,0,846.084,148.169,240.559,865.637
42.8634,-106.342,3.09923e+10,1.09453e+07,0,846.067,148.155,240.534,865.619
42.8633,-106.341,3.0987e+10,1.09482e+07,0,846.077,148.163,240.502,865.625
42.8633,-106.341,3.09816e+10,1.09511e+07,0,846.087,148.172,240.47,865.631
42.8634,-106.341,3.09908e+10,1.09534e+07,0,846.069,148.157,240.445,865.613
42.8633,-106.341,3.09854e+10,1.09563e+07,0,846.08,148.166,240.413,865.619
42.8634,-106.342,3.09946e+10,1.09586e+07,0,846.062,148.151,240.387,865.6
42.8634,-106.341,3.09892e+10,1.09616e+07,0,846.072,148.16,240.355,865.606
42.8633,-106.341,3.09838e+10,1.09645e+07,0,846.083,148.168,240.323,865.613
42.8634,-106.342,3.0993e+10,1.09668e+07,0,846.065,148.154,240.298,865.594
42.8634,-106.341,3.09876e+10,1.09697e+07,0,846.075,148.162,240.266,865.6
42.8633,-106.341,3.09822e+10,1.09726e+07,0,846.085,148.171,240.234,865.606
42.8634,-106.341,3.09914e+10,1.09749e+07,0,846.068,148.156,240.209,865.588
42.8633,-106.341,3.0986e+10,1.09778e+07,0,846.078,148.165,240.177,865.594
42.8634,-106.342,3.09952e+10,1.09801e+07,0,846.061,148.15,240.152,865.576
42.8634,-106.341,3.09898e+10,1.09831e+07,0,846.071,148.159,240.12,865.582
42.8633,-106.341,3.09845e+10,1.0986e+07,0,846.081,148.167,240.088,865.588
42.8634,-106.342,3.09936e+10,1.09883e+07,0,846.064,148.153,240.063,865.569
42.8634,-106.341,3.09882e+10,1.09912e+07,0,846.074,148.161,240.031,865.575
42.8633,-106.341,3.09829e+10,1.09941e+07,0,846.084,148.17,239.999,865.582
42.8634,-106.342,3.0992e+10,1.09964e+07,0,846.067,148.155,239.974,865.563
42.8633,-106.341,3.09867e+10,1.09994e+07,0,846.077,148.164,239.942,865.569
42.8633,-106.341,3.09813e+10,1.10023e+07,0,846.087,148.172,239.91,865.575
42.8634,-106.341,3.09905e+10,1.10046e+07,0,846.07,148.158,239.885,865.557
42.8633,-106.341,3.09851e+10,1.10075e+07,0,846.08,148.166,239.853,865.563
42.8634,-106.342,3.09943e+10,1.10098e+07,0,846.063,148.152,239.828,865.545
42.8634,-106.341,3.09889e+10,1.10128e+07,0,846.073,148.16,239.796,865.551
42.8633,-106.341,3.09835e+10,1.10157e+07,0,846.083,148.169,239.764,865.557
42.8634,-106.342,3.09927e+10,1.1018e+07,0,846.066,148.154,239.739,865.538
42.8633,-106.341,3.09873e+10,1.10209e+07,0,846.076,148.163,239.707,865.544
42.8633,-106.341,3.09819e+10,1.10239e+07,0,846.086,148.171,239.675,865.551
42.8634,-106.341,3.09911e+10,1.10262e+07,0,846.069,148.157,239.65,865.532
42.8633,-106.341,3.09857e+10,1.10291e+07,0,846.079,148.165,239.618,865.538
42.8634,-106.342,3.09949e+10,1.10314e+07,0,846.062,148.151,239.593,865.52
42.8634,-106.341,3.09895e+10,1.10343e+07,0,846.072,148.159,239.561,865.526
42.8633,-106.341,3.09842e+10,1.10373e+07,0,846.082,148.168,239.53,865.532
42.8634,-106.342,3.09933e+10,1.10396e+07,0,846.065,148.153,239.505,865.514
42.8634,-106.341,3.0988e+10,1.10425e+07,0,846.075,148.162,239.473,865.52
42.8633,-106.341,3.09826e+10,1.10455e+07,0,846.085,148.17,239.441,865.526
42.8634,-106.341,3.09918e+10,1.10478e+07,0,846.068,148.156,239.416,865.507
42.8633,-106.341,3.09864e+10,1.10507e+07,0,846.078,148.164,239.384,865.513
42.8633,-106.341,3.0981e+10,1.10536e+07,0,846.088,148.173,239.352,865.52
42.8634,-106.341,3.09902e+10,1.1056e+07,0,846.071,148.158,239.327,865.501
42.8633,-106.341,3.09848e+10,1.10589e+07,0,846.081,148.167,239.295,865.507
42.8634,-106.342,3.0994e+10,1.10612e+07,0,846.063,148.152,239.27,865.489
42.8634,-106.341,3.09886e+10,1.10642e+07,0,846.074,148.161,239.238,865.495
42.8633,-106.341,3.09832e+10,1.10671e+07,0,846.084,148.169,239.207,865.501
42.8634,-106.342,3.09924e+10,1.10694e+07,0,846.066,148.155,239.182,865.483
42.8633,-106.341,3.0987e+10,1.10724e+07,0,846.077,148.163,239.15,865.489
42.8633,-106.341,3.09816e+10,1.10753e+07,0,846.087,148.172,239.118,865.495
42.8634,-106.341,3.09908e+10,1.10776e+07,0,846.069,148.157,239.093,865.476
42.8633,-106.341,3.09854e+10,1.10806e+07,0,846.079,148.166,239.061,865.482
42.8634,-106.342,3.09946e+10,1.10829e+07,0,846.062,148.151,239.036,865.464
42.8634,-106.341,3.09892e+10,1.10858e+07,0,846.072,148.16,239.004,865.47
42.8633,-106.341,3.09839e+10,1.10888e+07,0,846.082,148.168,238.973,865.476
42.8634,-106.342,3.0993e+10,1.10911e+07,0,846.065,148.154,238.948,865.458
42.8634,-106.341,3.09877e+10,1.10941e+07,0,846.075,148.162,238.916,865.464
42.8633,-106.341,3.09823e+10,1.1097e+07,0,846.085,148.171,238.884,865.47
42.8634,-106.341,3.09915e+10,1.10993e+07,0,846.068,148.156,238.859,865.452
42.8633,-106.341,3.09861e+10,1.11023e+07,0,846.078,148.165,238.827,865.458
42.8634,-106.342,3.09953e+10,1.11046e+07,0,846.061,148.15,238.802,865.439
42.8634,-106.341,3.09899e+10,1.11076e+07,0,846.071,148.159,238.771,865.445
42.8633,-106.341,3.09845e+10,1.11105e+07,0,846.081,148.167,238.739,865.451
42.8634,-106.342,3.09937e+10,1.11128e+07,0,846.064,148.153,238.714,865.433
42.8634,-106.341,3.09883e+10,1.11158e+07,0,846.074,148.161,238.682,865.439
42.8633,-106.341,3.09829e+10,1.11187e+07,0,846.084,148.17,238.651,865.445
42.8634,-106.342,3.09921e+10,1.11211e+07,0,846.067,148.155,238.626,865.427
42.8633,-106.341,3.09867e+10,1.1124e+07,0,846.077,148.164,238.594,865.433
42.8633,-106.341,3.09813e+10,1.1127e+07,0,846.087,148.172,238.562,865.439
42.8634,-106.341,3.09905e+10,1.11293e+07,0,846.07,148.158,238.537,865.421
42.8633,-106.341,3.09851e+10,1.11323e+07,0,846.08,148.166,238.505,865.427
42.8634,-106.342,3.09943e+10,1.11346e+07,0,846.063,148.152,238.481,865.408
42.8634,-106.341,3.09889e+10,1.11376e+07,0,846.073,148.16,238.449,865.414
42.8633,-106.341,3.09836e+10,1.11405e+07,0,846.083,148.169,238.417,865.42
42.8634,-106.342,3.09927e+10,1.11428e+07,0,846.066,148.154,238.392,865.402
42.8633,-106.341,3.09874e+10,1.11458e+07,0,846.076,148.163,238.361,865.408
42.8633,-106.341,3.0982e+10,1.11488e+07,0,846.086,148.171,238.329,865.414
42.8634,-106.341,3.09912e+10,1.11511e+07,0,846.069,148.157,238.304,865.396
42.8633,-106.341,3.09858e+10,1.11541e+07,0,846.079,148.165,238.272,865.402
42.8634,-106.342,3.0995e+10,1.11564e+07,0,846.062,148.151,238.247,865.383
42.8634,-106.341,3.09896e+10,1.11594e+07,0,846.072,148.159,238.216,865.39
42.8633,-106.341,3.09842e+10,1.11623e+07,0,846.082,148.168,238.184,865.396
42.8634,-106.342,3.09934e+10,1.11647e+07,0,846.065,148.153,238.159,865.377
42.8634,-106.341,3.0988e+10,1.11676e+07,0,846.075,148.162,238.128,865.383
42.8633,-106.341,3.09826e+10,1.11706e+07,0,846.085,148.17,238.096,865.389
42.8634,-106.342,3.09918e+10,1.11729e+07,0,846.068,148.156,238.071,865.371
42.8633,-106.341,3.09864e+10,1.11759e+07,0,846.078,148.164,238.039,865.377
42.8633,-106.341,3.0981e+10,1.11789e+07,0,846.088,148.173,238.008,865.383
42.8634,-106.341,3.09902e+10,1.11812e+07,0,846.071,148.158,237.983,865.365
42.8633,-106.341,3.09848e+10,1.11842e+07,0,846.081,148.167,237.951,865.371
42.8634,-106.342,3.0994e+10,1.11865e+07,0,846.063,148.152,237.927,865.352
42.8634,-106.341,3.09886e+10,1.11895e+07,0,846.073,148.161,237.895,865.359
42.8633,-106.341,3.09833e+10,1.11925e+07,0,846.084,148.169,237.863,865.365
42.8634,-106.342,3.09924e+10,1.11948e+07,0,846.066,148.155,237.838,865.346
42.8633,-106.341,3.09871e+10,1.11978e+07,0,846.076,148.163,237.807,865.352
42.8633,-106.341,3.09817e+10,1.12007e+07,0,846.087,148.172,237.775,865.358
42.8634,-106.341,3.09909e+10,1.12031e+07,0,846.069,148.157,237.75,865.34
42.8633,-106.341,3.09855e+10,1.12061e+07,0,846.079,148.166,237.719,865.346
42.8634,-106.342,3.09947e+10,1.12084e+07,0,846.062,148.151,237.694,865.328
42.8634,-106.341,3.09893e+10,1.12114e+07,0,846.072,148.16,237.662,865.334
42.8633,-106.341,3.09839e+10,1.12144e+07,0,846.082,148.168,237.631,865.34
42.8634,-106.342,3.09931e+10,1.12167e+07,0,846.065,148.153,237.606,865.321
42.8634,-106.341,3.09877e+10,1.12197e+07,0,846.075,148.162,237.575,865.328
42.8633,-106.341,3.09823e+10,1.12227e+07,0,846.085,148.171,237.543,865.334
42.8634,-106.341,3.09915e+10,1.1225e+07,0,846.068,148.156,237.518,865.315
42.8633,-106.341,3.09861e+10,1.1228e+07,0,846.078,148.165,237.487,865.321
42.8634,-106.342,3.09953e+10,1.12303e+07,0,846.061,148.15,237.462,865.303
42.8634,-106.341,3.09899e+10,1.12333e+07,0,846.071,148.159,237.43,865.309
42.8633,-106.341,3.09845e+10,1.12363e+07,0,846.081,148.167,237.399,865.315
42.8634,-106.342,3.09937e+10,1.12386e+07,0,846.064,148.152,237.374,865.297
42.8634,-106.341,3.09883e+10,1.12416e+07,0,846.074,148.161,237.343,865.303
42.8633,-106.341,3.0983e+10,1.12446e+07,0,846.084,148.17,237.311,865.309
42.8634,-106.342,3.09921e+10,1.1247e+07,0,846.067,148.155,237.286,865.29
42.8633,-106.341,3.09868e+10,1.12499e+07,0,846.077,148.164,237.255,865.297
42.8633,-106.341,3.09814e+10,1.12529e+07,0,846.087,148.172,237.223,865.303
42.8634,-106.341,3.09906e+10,1.12553e+07,0,846.07,148.158,237.198,865.284
42.8633,-106.341,3.09852e+10,1.12583e+07,0,846.08,148.166,237.167,865.29
42.8634,-106.342,3.09944e+10,1.12606e+07,0,846.063,148.151,237.142,865.272
42.8634,-106.341,3.0989e+10,1.12636e+07,0,846.073,148.16,237.111,865.278
42.8633,-106.341,3.09836e+10,1.12666e+07,0,846.083,148.169,237.079,865.284
42.8634,-106.342,3.09928e+10,1.1269e+07,0,846.066,148.154,237.055,865.266
42.8633,-106.341,3.09874e+10,1.12719e+07,0,846.076,148.163,237.023,865.272
42.8633,-106.341,3.0982e+10,1.12749e+07,0,846.086,148.171,236.992,865.278
42.8634,-106.341,3.09912e+10,1.12773e+07,0,846.069,148.156,236.967,865.259
42.8633,-106.341,3.09858e+10,1.12803e+07,0,846.079,148.165,236.935,865.266
42.8634,-106.342,3.0995e+10,1.12826e+07,0,846.062,148.15,236.911,865.247
42.8634,-106.341,3.09896e+10,1.12856e+07,0,846.072,148.159,236.879,865.253
42.8633,-106.341,3.09842e+10,1.12886e+07,0,846.082,148.168,236.848,865.259
42.8634,-106.342,3.09934e+10,1.1291e+07,0,846.065,148.153,236.823,865.241
42.8634,-106.341,3.0988e+10,1.1294e+07,0,846.075,148.162,236.792,865.247
42.8633,-106.341,3.09827e+10,1.1297e+07,0,846.085,148.17,236.76,865.253
42.8634,-106.342,3.09918e+10,1.12993e+07,0,846.067,148.155,236.736,865.235
42.8633,-106.341,3.09865e+10,1.13023e+07,0,846.078,148.164,236.704,865.241
42.8633,-106.341,3.09811e+10,1.13053e+07,0,846.088,148.173,236.673,865.247
42.8634,-106.341,3.09903e+10,1.13077e+07,0,846.07,148.158,236.648,865.228
42.8633,-106.341,3.09849e+10,1.13107e+07,0,846.081,148.167,236.617,865.235
42.8634,-106.342,3.09941e+10,1.13131e+07,0,846.063,148.152,236.592,865.216
42.8634,-106.341,3.09887e+10,1.13161e+07,0,846.073,148.16,236.561,865.222
42.8633,-106.341,3.09833e+10,1.13191e+07,0,846.083,148.169,236.529,865.228
42.8634,-106.342,3.09925e+10,1.13214e+07,0,846.066,148.154,236.505,865.21
42.8633,-106.341,3.09871e+10,1.13244e+07,0,846.076,148.163,236.473,865.216
42.8633,-106.341,3.09817e+10,1.13274e+07,0,846.086,148.172,236.442,865.222
42.8634,-106.341,3.09909e+10,1.13298e+07,0,846.069,148.157,236.417,865.204
42.8633,-106.341,3.09855e+10,1.13328e+07,0,846.079,148.166,236.386,865.21
42.8634,-106.342,3.09947e+10,1.13352e+07,0,846.062,148.151,236.361,865.191
42.8634,-106.341,3.09893e+10,1.13382e+07,0,846.072,148.159,236.33,865.197
42.8633,-106.341,3.0984e+10,1.13412e+07,0,846.082,148.168,236.299,865.204
42.8634,-106.342,3.09931e+10,1.13435e+07,0,846.065,148.153,236.274,865.185
42.8634,-106.341,3.09877e+10,1.13466e+07,0,846.075,148.162,236.243,865.191
42.8633,-106.341,3.09824e+10,1.13496e+07,0,846.085,148.171,236.211,865.197
42.8634,-106.341,3.09915e+10,1.13519e+07,0,846.068,148.156,236.187,865.179
42.8633,-106.341,3.09862e+10,1.13549e+07,0,846.078,148.165,236.155,865.185
42.8634,-106.342,3.09953e+10,1.13573e+07,0,846.061,148.15,236.131,865.167
42.8634,-106.341,3.099e+10,1.13603e+07,0,846.071,148.158,236.099,865.173
42.8633,-106.341,3.09846e+10,1.13633e+07,0,846.081,148.167,236.068,865.179
42.8634,-106.342,3.09938e+10,1.13657e+07,0,846.064,148.152,236.043,865.16
42.8634,-106.341,3.09884e+10,1.13687e+07,0,846.074,148.161,236.012,865.166
42.8633,-106.341,3.0983e+10,1.13717e+07,0,846.084,148.17,235.981,865.173
42.8634,-106.342,3.09922e+10,1.13741e+07,0,846.067,148.155,235.956,865.154
42.8633,-106.341,3.09868e+10,1.13771e+07,0,846.077,148.163,235.925,865.16
42.8633,-106.341,3.09814e+10,1.13801e+07,0,846.087,148.172,235.894,865.166
42.8634,-106.341,3.09906e+10,1.13825e+07,0,846.07,148.157,235.869,865.148
42.8633,-106.341,3.09852e+10,1.13855e+07,0,846.08,148.166,235.838,865.154
42.8634,-106.342,3.09944e+10,1.13879e+07,0,846.063,148.151,235.813,865.136
42.8634,-106.341,3.0989e+10,1.13909e+07,0,846.073,148.16,235.782,865.142
42.8633,-106.341,3.09837e+10,1.13939e+07,0,846.083,148.169,235.751,865.148
42.8634,-106.342,3.09928e+10,1.13963e+07,0,846.066,148.154,235.726,865.129
42.8633,-106.341,3.09875e+10,1.13993e+07,0,846.076,148.162,235.695,865.135
42.8633,-106.341,3.09821e+10,1.14024e+07,0,846.086,148.171,235.664,865.142
42.8634,-106.341,3.09913e+10,1.14047e+07,0,846.069,148.156,235.639,865.123
42.8633,-106.341,3.09859e+10,1.14078e+07,0,846.079,148.165,235.608,865.129
42.8634,-106.342,3.0995e+10,1.14101e+07,0,846.061,148.15,235.583,865.111
42.8634,-106.341,3.09897e+10,1.14132e+07,0,846.072,148.159,235.552,865.117
42.8633,-106.341,3.09843e+10,1.14162e+07,0,846.082,148.167,235.521,865.123
42.8634,-106.342,3.09935e+10,1.14186e+07,0,846.064,148.153,235.496,865.105
42.8634,-106.341,3.09881e+10,1.14216e+07,0,846.075,148.161,235.465,865.111
42.8633,-106.341,3.09827e+10,1.14246e+07,0,846.085,148.17,235.434,865.117
42.8634,-106.342,3.09919e+10,1.1427e+07,0,846.067,148.155,235.41,865.098
42.8633,-106.341,3.09865e+10,1.143e+07,0,846.077,148.164,235.378,865.105
42.8633,-106.341,3.09811e+10,1.14331e+07,0,846.088,148.173,235.347,865.111
42.8634,-106.341,3.09903e+10,1.14354e+07,0,846.07,148.158,235.323,865.092
42.8633,-106.341,3.09849e+10,1.14385e+07,0,846.08,148.166,235.291,865.098
42.8634,-106.342,3.09941e+10,1.14409e+07,0,846.063,148.152,235.267,865.08
42.8634,-106.341,3.09887e+10,1.14439e+07,0,846.073,148.16,235.236,865.086
42.8633,-106.341,3.09834e+10,1.14469e+07,0,846.083,148.169,235.205,865.092
42.8634,-106.342,3.09925e+10,1.14493e+07,0,846.066,148.154,235.18,865.074
42.8633,-106.341,3.09872e+10,1.14523e+07,0,846.076,148.163,235.149,865.08
42.8633,-106.341,3.09818e+10,1.14554e+07,0,846.086,148.172,235.118,865.086
42.8634,-106.341,3.0991e+10,1.14578e+07,0,846.069,148.157,235.093,865.067
42.8633,-106.341,3.09856e+10,1.14608e+07,0,846.079,148.165,235.062,865.074
42.8634,-106.342,3.09948e+10,1.14632e+07,0,846.062,148.151,235.038,865.055
42.8634,-106.341,3.09894e+10,1.14662e+07,0,846.072,148.159,235.007,865.061
42.8633,-106.341,3.0984e+10,1.14692e+07,0,846.082,148.168,234.976,865.067
42.8634,-106.342,3.09932e+10,1.14716e+07,0,846.065,148.153,234.951,865.049
42.8634,-106.341,3.09878e+10,1.14747e+07,0,846.075,148.162,234.92,865.055
42.8633,-106.341,3.09824e+10,1.14777e+07,0,846.085,148.17,234.889,865.061
42.8634,-106.341,3.09916e+10,1.14801e+07,0,846.068,148.156,234.864,865.043
42.8633,-106.341,3.09862e+10,1.14831e+07,0,846.078,148.164,234.833,865.049
42.8634,-106.342,3.09954e+10,1.14855e+07,0,846.061,148.15,234.809,865.03
42.8634,-106.341,3.099e+10,1.14886e+07,0,846.071,148.158,234.778,865.036
42.8633,-106.341,3.09846e+10,1.14916e+07,0,846.081,148.167,234.747,865.043
42.8634,-106.342,3.09938e+10,1.1494e+07,0,846.064,148.152,234.722,865.024
42.8634,-106.341,3.09884e+10,1.14971e+07,0,846.074,148.161,234.691,865.03
42.8633,-106.341,3.09831e+10,1.15001e+07,0,846.084,148.169,234.66,865.036
42.8634,-106.342,3.09922e+10,1.15025e+07,0,846.067,148.155,234.636,865.018
42.8633,-106.341,3.09869e+10,1.15055e+07,0,846.077,148.163,234.605,865.024
42.8633,-106.341,3.09815e+10,1.15086e+07,0,846.087,148.172,234.574,865.03
42.8634,-106.341,3.09907e+10,1.1511e+07,0,846.07,148.157,234.549,865.012
42.8633,-106.341,3.09853e+10,1.1514e+07,0,846.08,148.166,234.518,865.018
42.8634,-106.342,3.09945e+10,1.15164e+07,0,846.063,148.151,234.494,864.999
42.8634,-106.341,3.09891e+10,1.15195e+07,0,846.073,148.16,234.463,865.005
42.8633,-106.341,3.09837e+10,1.15225e+07,0,846.083,148.168,234.432,865.012
42.8634,-106.342,3.09929e+10,1.15249e+07,0,846.066,148.154,234.407,864.993
42.8634,-106.341,3.09875e+10,1.1528e+07,0,846.076,148.162,234.376,864.999
42.8633,-106.341,3.09821e+10,1.1531e+07,0,846.086,148.171,234.345,865.005
42.8634,-106.341,3.09913e+10,1.15334e+07,0,846.068,148.156,234.321,864.987
42.8633,-106.341,3.09859e+10,1.15365e+07,0,846.079,148.165,234.29,864.993
42.8634,-106.342,3.09951e+10,1.15389e+07,0,846.061,148.15,234.266,864.975
42.8634,-106.341,3.09897e+10,1.15419e+07,0,846.071,148.159,234.235,864.981
42.8633,-106.341,3.09843e+10,1.1545e+07,0,846.082,148.167,234.204,864.987
42.8634,-106.342,3.09935e+10,1.15474e+07,0,846.064,148.153,234.179,864.968
42.8634,-106.341,3.09881e+10,1.15504e+07,0,846.074,148.161,234.148,864.974
42.8633,-106.341,3.09828e+10,1.15535e+07,0,846.084,148.17,234.117,864.981
42.8634,-106.342,3.09919e+10,1.15559e+07,0,846.067,148.155,234.093,864.962
42.8633,-106.341,3.09866e+10,1.1559e+07,0,846.077,148.164,234.062,864.968
42.8633,-106.341,3.09812e+10,1.1562e+07,0,846.087,148.172,234.031,864.974
42.8634,-106.341,3.09904e+10,1.15644e+07,0,846.07,148.158,234.007,864.956
42.8633,-106.341,3.0985e+10,1.15675e+07,0,846.08,148.166,233.976,864.962
42.8634,-106.342,3.09942e+10,1.15699e+07,0,846.063,148.152,233.951,864.944
42.8634,-106.341,3.09888e+10,1.15729e+07,0,846.073,148.16,233.921,864.95
42.8633,-106.341,3.09834e+10,1.1576e+07,0,846.083,148.169,233.89,864.956
42.8634,-106.342,3.09926e+10,1.15784e+07,0,846.066,148.154,233.865,864.937
42.8633,-106.341,3.09872e+10,1.15815e+07,0,846.076,148.163,233.834,864.943
42.8633,-106.341,3.09818e+10,1.15845e+07,0,846.086,148.171,233.803,864.95
42.8634,-106.341,3.0991e+10,1.15869e+07,0,846.069,148.157,233.779,864.931
42.8633,-106.341,3.09856e+10,1.159e+07,0,846.079,148.165,233.748,864.937
42.8634,-106.342,3.09948e+10,1.15924e+07,0,846.062,148.151,233.724,864.919
42.8634,-106.341,3.09894e+10,1.15955e+07,0,846.072,148.159,233.693,864.925
42.8633,-106.341,3.0984e+10,1.15985e+07,0,846.082,148.168,233.662,864.931
42.8634,-106.342,3.09932e+10,1.1601e+07,0,846.065,148.153,233.638,864.913
42.8634,-106.341,3.09878e+10,1.1604e+07,0,846.075,148.162,233.607,864.919
42.8633,-106.341,3.09825e+10,1.16071e+07,0,846.085,148.17,233.576,864.925
42.8634,-106.341,3.09916e+10,1.16095e+07,0,846.068,148.156,233.552,864.906
42.8633,-106.341,3.09863e+10,1.16126e+07,0,846.078,148.164,233.521,864.912
42.8634,-106.342,3.09954e+10,1.1615e+07,0,846.061,148.15,233.497,864.894
42.8634,-106.341,3.09901e+10,1.16181e+07,0,846.071,148.158,233.466,864.9
42.8633,-106.341,3.09847e+10,1.16211e+07,0,846.081,148.167,233.435,864.906
42.8634,-106.342,3.09939e+10,1.16235e+07,0,846.064,148.152,233.411,864.888
42.8634,-106.341,3.09885e+10,1.16266e+07,0,846.074,148.161,233.38,864.894
42.8633,-106.341,3.09831e+10,1.16297e+07,0,846.084,148.169,233.349,864.9
42.8634,-106.342,3.09923e+10,1.16321e+07,0,846.067,148.155,233.325,864.882
42.8633,-106.341,3.09869e+10,1.16352e+07,0,846.077,148.163,233.294,864.888
42.8633,-106.341,3.09815e+10,1.16383e+07,0,846.087,148.172,233.263,864.894
42.8634,-106.341,3.09907e+10,1.16407e+07,0,846.07,148.157,233.239,864.875
42.8633,-106.341,3.09853e+10,1.16437e+07,0,846.08,148.166,233.208,864.881
42.8634,-106.342,3.09945e+10,1.16462e+07,0,846.062,148.151,233.184,864.863
42.8634,-106.341,3.09891e+10,1.16492e+07,0,846.073,148.16,233.153,864.869
42.8633,-106.341,3.09837e+10,1.16523e+07,0,846.083,148.168,233.122,864.875
42.8634,-106.342,3.09929e+10,1.16547e+07,0,846.065,148.154,233.098,864.857
42.8634,-106.341,3.09875e+10,1.16578e+07,0,846.076,148.162,233.067,864.863
42.8633,-106.341,3.09822e+10,1.16609e+07,0,846.086,148.171,233.037,864.869
42.8634,-106.341,3.09913e+10,1.16633e+07,0,846.068,148.156,233.012,864.851
42.8633,-106.341,3.0986e+10,1.16664e+07,0,846.078,148.165,232.982,864.857
42.8634,-106.342,3.09951e+10,1.16688e+07,0,846.061,148.15,232.957,864.838
42.8634,-106.341,3.09898e+10,1.16719e+07,0,846.071,148.159,232.927,864.844
42.8633,-106.341,3.09844e+10,1.1675e+07,0,846.081,148.167,232.896,864.85
42.8634,-106.342,3.09936e+10,1.16774e+07,0,846.064,148.153,232.872,864.832
42.8634,-106.341,3.09882e+10,1.16805e+07,0,846.074,148.161,232.841,864.838
42.8633,-106.341,3.09828e+10,1.16836e+07,0,846.084,148.17,232.81,864.844
42.8634,-106.342,3.0992e+10,1.1686e+07,0,846.067,148.155,232.786,864.826
42.8633,-106.341,3.09866e+10,1.16891e+07,0,846.077,148.164,232.755,864.832
42.8633,-106.341,3.09812e+10,1.16922e+07,0,846.087,148.172,232.725,864.838
42.8634,-106.341,3.09904e+10,1.16946e+07,0,846.07,148.158,232.701,864.82
42.8633,-106.341,3.0985e+10,1.16977e+07,0,846.08,148.166,232.67,864.826
42.8634,-106.342,3.09942e+10,1.17001e+07,0,846.063,148.152,232.646,864.807
42.8634,-106.341,3.09888e+10,1.17032e+07,0,846.073,148.16,232.615,864.813
42.8633,-106.341,3.09835e+10,1.17063e+07,0,846.083,148.169,232.584,864.819
42.8634,-106.342,3.09926e+10,1.17087e+07,0,846.066,148.154,232.56,864.801
42.8633,-106.341,3.09872e+10,1.17118e+07,0,846.076,148.163,232.529,864.807
42.8633,-106.341,3.09819e+10,1.17149e+07,0,846.086,148.171,232.499,864.813
42.8634,-106.341,3.0991e+10,1.17173e+07,0,846.069,148.157,232.475,864.795
42.8633,-106.341,3.09857e+10,1.17204e+07,0,846.079,148.165,232.444,864.801
42.8634,-106.342,3.09948e+10,1.17229e+07,0,846.062,148.151,232.42,864.782
42.8634,-106.341,3.09895e+10,1.1726e+07,0,846.072,148.159,232.389,864.789
42.8633,-106.341,3.09841e+10,1.17291e+07,0,846.082,148.168,232.359,864.795
42.8634,-106.342,3.09933e+10,1.17315e+07,0,846.065,148.153,232.334,864.776
42.8634,-106.341,3.09879e+10,1.17346e+07,0,846.075,148.162,232.304,864.782
42.8633,-106.341,3.09825e+10,1.17377e+07,0,846.085,148.17,232.273,864.788
42.8634,-106.341,3.09917e+10,1.17401e+07,0,846.068,148.156,232.249,864.77
42.8633,-106.341,3.09863e+10,1.17432e+07,0,846.078,148.164,232.218,864.776
42.8634,-106.342,3.09955e+10,1.17456e+07,0,846.061,148.15,232.194,864.758
42.8634,-106.341,3.09901e+10,1.17487e+07,0,846.071,148.158,232.164,864.764
42.8633,-106.341,3.09847e+10,1.17518e+07,0,846.081,148.167,232.133,864.77
42.8634,-106.342,3.09939e+10,1.17543e+07,0,846.064,148.152,232.109,864.751
42.8634,-106.341,3.09885e+10,1.17574e+07,0,846.074,148.161,232.078,864.758
42.8633,-106.341,3.09832e+10,1.17605e+07,0,846.084,148.169,232.048,864.764
42.8634,-106.342,3.09923e+10,1.17629e+07,0,846.067,148.155,232.024,864.745
42.8633,-106.341,3.0987e+10,1.1766e+07,0,846.077,148.163,231.993,864.751
42.8633,-106.341,3.09816e+10,1.17691e+07,0,846.087,148.172,231.963,864.757
42.8634,-106.341,3.09907e+10,1.17716e+07,0,846.07,148.157,231.939,864.739
42.8633,-106.341,3.09854e+10,1.17747e+07,0,846.08,148.166,231.908,864.745
42.8634,-106.342,3.09945e+10,1.17771e+07,0,846.062,148.151,231.884,864.727
42.8634,-106.341,3.09892e+10,1.17802e+07,0,846.072,148.16,231.853,864.733
42.8633,-106.341,3.09838e+10,1.17833e+07,0,846.083,148.168,231.823,864.739
42.8634,-106.342,3.0993e+10,1.17858e+07,0,846.065,148.154,231.799,864.72
42.8634,-106.341,3.09876e+10,1.17889e+07,0,846.075,148.162,231.768,864.727
42.8633,-106.341,3.09822e+10,1.1792e+07,0,846.086,148.171,231.738,864.733
42.8634,-106.341,3.09914e+10,1.17944e+07,0,846.068,148.156,231.714,864.714
42.8633,-106.341,3.0986e+10,1.17975e+07,0,846.078,148.165,231.683,864.72
42.8634,-106.342,3.09952e+10,1.18e+07,0,846.061,148.15,231.659,864.702
42.8634,-106.341,3.09898e+10,1.18031e+07,0,846.071,148.159,231.629,864.708
